f/ Hz,Re(V)/ V,Im(v)/ V
8.00E+03,2.62130681536249e-02,-8.15011884508807e-04
8.02E+03,2.62506925613388e-02,-8.19097426497571e-04
8.03E+03,2.62885050023078e-02,-8.23208175565942e-04
8.05E+03,2.63265066308733e-02,-8.27344352974920e-04
8.07E+03,2.63646986114463e-02,-8.31506182365938e-04
8.09E+03,2.64030821186150e-02,-8.35693889791852e-04
8.10E+03,2.64416583372539e-02,-8.39907703748405e-04
8.12E+03,2.64804284626335e-02,-8.44147855206158e-04
8.14E+03,2.65193937005323e-02,-8.48414577642917e-04
8.15E+03,2.65585552673502e-02,-8.52708107076658e-04
8.17E+03,2.65979143902225e-02,-8.57028682098934e-04
8.19E+03,2.66374723071367e-02,-8.61376543908829e-04
8.20E+03,2.66772302670495e-02,-8.65751936347407e-04
8.22E+03,2.67171895300062e-02,-8.70155105932701e-04
8.24E+03,2.67573513672617e-02,-8.74586301895241e-04
8.26E+03,2.67977170614022e-02,-8.79045776214137e-04
8.27E+03,2.68382879064696e-02,-8.83533783653712e-04
8.29E+03,2.68790652080871e-02,-8.88050581800712e-04
8.31E+03,2.69200502835858e-02,-8.92596431102101e-04
8.32E+03,2.69612444621344e-02,-8.97171594903423e-04
8.34E+03,2.70026490848693e-02,-9.01776339487798e-04
8.36E+03,2.70442655050269e-02,-9.06410934115498e-04
8.37E+03,2.70860950880780e-02,-9.11075651064162e-04
8.39E+03,2.71281392118637e-02,-9.15770765669649e-04
8.41E+03,2.71703992667329e-02,-9.20496556367519e-04
8.43E+03,2.72128766556819e-02,-9.25253304735186e-04
8.44E+03,2.72555727944960e-02,-9.30041295534732e-04
8.46E+03,2.72984891118929e-02,-9.34860816756401e-04
8.48E+03,2.73416270496677e-02,-9.39712159662790e-04
8.49E+03,2.73849880628405e-02,-9.44595618833745e-04
8.51E+03,2.74285736198054e-02,-9.49511492211972e-04
8.53E+03,2.74723852024820e-02,-9.54460081149391e-04
8.54E+03,2.75164243064686e-02,-9.59441690454210e-04
8.56E+03,2.75606924411979e-02,-9.64456628438788e-04
8.58E+03,2.76051911300940e-02,-9.69505206968255e-04
8.60E+03,2.76499219107328e-02,-9.74587741509920e-04
8.61E+03,2.76948863350038e-02,-9.79704551183482e-04
8.63E+03,2.77400859692737e-02,-9.84855958812059e-04
8.65E+03,2.77855223945538e-02,-9.90042290974047e-04
8.66E+03,2.78311972066678e-02,-9.95263878055828e-04
8.68E+03,2.78771120164235e-02,-1.00052105430535e-03
8.70E+03,2.79232684497861e-02,-1.00581415788655e-03
8.71E+03,2.79696681480538e-02,-1.01114353093475e-03
8.73E+03,2.80163127680368e-02,-1.01650951961285e-03
8.75E+03,2.80632039822373e-02,-1.02191247416859e-03
8.77E+03,2.81103434790336e-02,-1.02735274899262e-03
8.78E+03,2.81577329628656e-02,-1.03283070267764e-03
8.80E+03,2.82053741544235e-02,-1.03834669807850e-03
8.82E+03,2.82532687908392e-02,-1.04390110237326e-03
8.83E+03,2.83014186258800e-02,-1.04949428712531e-03
8.85E+03,2.83498254301454e-02,-1.05512662834652e-03
8.87E+03,2.83984909912667e-02,-1.06079850656148e-03
8.88E+03,2.84474171141092e-02,-1.06651030687277e-03
8.90E+03,2.84966056209775e-02,-1.07226241902737e-03
8.92E+03,2.85460583518237e-02,-1.07805523748419e-03
8.94E+03,2.85957771644585e-02,-1.08388916148274e-03
8.95E+03,2.86457639347654e-02,-1.08976459511293e-03
8.97E+03,2.86960205569182e-02,-1.09568194738619e-03
8.99E+03,2.87465489436012e-02,-1.10164163230762e-03
9.00E+03,2.87973510262328e-02,-1.10764406894951e-03
9.02E+03,2.88484287551928e-02,-1.11368968152610e-03
9.04E+03,2.88997841000519e-02,-1.11977889946960e-03
9.06E+03,2.89514190498061e-02,-1.12591215750752e-03
9.07E+03,2.90033356131128e-02,-1.13208989574137e-03
9.09E+03,2.90555358185319e-02,-1.13831255972671e-03
9.11E+03,2.91080217147694e-02,-1.14458060055457e-03
9.12E+03,2.91607953709252e-02,-1.15089447493433e-03
9.14E+03,2.92138588767441e-02,-1.15725464527804e-03
9.16E+03,2.92672143428712e-02,-1.16366157978615e-03
9.17E+03,2.93208639011100e-02,-1.17011575253487e-03
9.19E+03,2.93748097046855e-02,-1.17661764356496e-03
9.21E+03,2.94290539285103e-02,-1.18316773897213e-03
9.23E+03,2.94835987694555e-02,-1.18976653099906e-03
9.24E+03,2.95384464466251e-02,-1.19641451812899e-03
9.26E+03,2.95935992016344e-02,-1.20311220518105e-03
9.28E+03,2.96490592988932e-02,-1.20986010340725e-03
9.29E+03,2.97048290258928e-02,-1.21665873059119e-03
9.31E+03,2.97609106934974e-02,-1.22350861114857e-03
9.33E+03,2.98173066362403e-02,-1.23041027622947e-03
9.34E+03,2.98740192126238e-02,-1.23736426382256e-03
9.36E+03,2.99310508054247e-02,-1.24437111886105e-03
9.38E+03,2.99884038220036e-02,-1.25143139333066e-03
9.40E+03,3.00460806946195e-02,-1.25854564637957e-03
9.41E+03,3.01040838807489e-02,-1.26571444443027e-03
9.43E+03,3.01624158634100e-02,-1.27293836129353e-03
9.45E+03,3.02210791514916e-02,-1.28021797828442e-03
9.46E+03,3.02800762800878e-02,-1.28755388434052e-03
9.48E+03,3.03394098108370e-02,-1.29494667614218e-03
9.50E+03,3.03990823322668e-02,-1.30239695823512e-03
9.51E+03,3.04590964601440e-02,-1.30990534315525e-03
9.53E+03,3.05194548378301e-02,-1.31747245155578e-03
9.55E+03,3.05801601366426e-02,-1.32509891233671e-03
9.57E+03,3.06412150562215e-02,-1.33278536277677e-03
9.58E+03,3.07026223249023e-02,-1.34053244866775e-03
9.60E+03,3.07643847000940e-02,-1.34834082445143e-03
9.62E+03,3.08265049686636e-02,-1.35621115335900e-03
9.63E+03,3.08889859473270e-02,-1.36414410755316e-03
9.65E+03,3.09518304830456e-02,-1.37214036827289e-03
9.67E+03,3.10150414534290e-02,-1.38020062598095e-03
9.68E+03,3.10786217671452e-02,-1.38832558051422e-03
9.70E+03,3.11425743643361e-02,-1.39651594123682e-03
9.72E+03,3.12069022170408e-02,-1.40477242719622e-03
9.74E+03,3.12716083296249e-02,-1.41309576728234e-03
9.75E+03,3.13366957392170e-02,-1.42148670038967e-03
9.77E+03,3.14021675161527e-02,-1.42994597558250e-03
9.79E+03,3.14680267644250e-02,-1.43847435226340e-03
9.80E+03,3.15342766221429e-02,-1.44707260034489e-03
9.82E+03,3.16009202619968e-02,-1.45574150042449e-03
9.84E+03,3.16679608917317e-02,-1.46448184396311e-03
9.85E+03,3.17354017546285e-02,-1.47329443346702e-03
9.87E+03,3.18032461299932e-02,-1.48218008267332e-03
9.89E+03,3.18714973336532e-02,-1.49113961673901e-03
9.91E+03,3.19401587184634e-02,-1.50017387243386e-03
9.92E+03,3.20092336748193e-02,-1.50928369833701e-03
9.94E+03,3.20787256311797e-02,-1.51846995503754e-03
9.96E+03,3.21486380545971e-02,-1.52773351533894e-03
9.97E+03,3.22189744512580e-02,-1.53707526446769e-03
9.99E+03,3.22897383670313e-02,-1.54649610028599e-03
1.00E+04,3.23609333880270e-02,-1.55599693350874e-03
1.00E+04,3.24325631411632e-02,-1.56557868792489e-03
1.00E+04,3.25046312947432e-02,-1.57524230062322e-03
1.01E+04,3.25771415590429e-02,-1.58498872222270e-03
1.01E+04,3.26500976869072e-02,-1.59481891710748e-03
1.01E+04,3.27235034743573e-02,-1.60473386366669e-03
1.01E+04,3.27973627612079e-02,-1.61473455453906e-03
1.01E+04,3.28716794316957e-02,-1.62482199686261e-03
1.01E+04,3.29464574151175e-02,-1.63499721252937e-03
1.02E+04,3.30217006864807e-02,-1.64526123844539e-03
1.02E+04,3.30974132671640e-02,-1.65561512679606e-03
1.02E+04,3.31735992255901e-02,-1.66605994531697e-03
1.02E+04,3.32502626779098e-02,-1.67659677757025e-03
1.02E+04,3.33274077886983e-02,-1.68722672322684e-03
1.02E+04,3.34050387716634e-02,-1.69795089835445e-03
1.03E+04,3.34831598903660e-02,-1.70877043571164e-03
1.03E+04,3.35617754589541e-02,-1.71968648504808e-03
1.03E+04,3.36408898429088e-02,-1.73070021341101e-03
1.03E+04,3.37205074598036e-02,-1.74181280545830e-03
1.03E+04,3.38006327800778e-02,-1.75302546377798e-03
1.03E+04,3.38812703278232e-02,-1.76433940921470e-03
1.04E+04,3.39624246815846e-02,-1.77575588120300e-03
1.04E+04,3.40441004751751e-02,-1.78727613810776e-03
1.04E+04,3.41263023985059e-02,-1.79890145757191e-03
1.04E+04,3.42090351984308e-02,-1.81063313687160e-03
1.04E+04,3.42923036796060e-02,-1.82247249327905e-03
1.05E+04,3.43761127053658e-02,-1.83442086443319e-03
1.05E+04,3.44604671986136e-02,-1.84647960871832e-03
1.05E+04,3.45453721427298e-02,-1.85865010565107e-03
1.05E+04,3.46308325824956e-02,-1.87093375627568e-03
1.05E+04,3.47168536250340e-02,-1.88333198356803e-03
1.05E+04,3.48034404407684e-02,-1.89584623284843e-03
1.06E+04,3.48905982643980e-02,-1.90847797220360e-03
1.06E+04,3.49783323958925e-02,-1.92122869291782e-03
1.06E+04,3.50666482015036e-02,-1.93409990991373e-03
1.06E+04,3.51555511147969e-02,-1.94709316220292e-03
1.06E+04,3.52450466377017e-02,-1.96021001334641e-03
1.06E+04,3.53351403415813e-02,-1.97345205192564e-03
1.07E+04,3.54258378683231e-02,-1.98682089202382e-03
1.07E+04,3.55171449314488e-02,-2.00031817371819e-03
1.07E+04,3.56090673172463e-02,-2.01394556358337e-03
1.07E+04,3.57016108859222e-02,-2.02770475520610e-03
1.07E+04,3.57947815727767e-02,-2.04159746971164e-03
1.07E+04,3.58885853894008e-02,-2.05562545630222e-03
1.08E+04,3.59830284248958e-02,-2.06979049280766e-03
1.08E+04,3.60781168471173e-02,-2.08409438624875e-03
1.08E+04,3.61738569039415e-02,-2.09853897341352e-03
1.08E+04,3.62702549245574e-02,-2.11312612144675e-03
1.08E+04,3.63673173207830e-02,-2.12785772845324e-03
1.08E+04,3.64650505884074e-02,-2.14273572411497e-03
1.09E+04,3.65634613085587e-02,-2.15776207032268e-03
1.09E+04,3.66625561490992e-02,-2.17293876182228e-03
1.09E+04,3.67623418660468e-02,-2.18826782687623e-03
1.09E+04,3.68628253050257e-02,-2.20375132794071e-03
1.09E+04,3.69640134027440e-02,-2.21939136235857e-03
1.09E+04,3.70659131885021e-02,-2.23519006306882e-03
1.10E+04,3.71685317857298e-02,-2.25114959933291e-03
1.10E+04,3.72718764135546e-02,-2.26727217747836e-03
1.10E+04,3.73759543884006e-02,-2.28356004166014e-03
1.10E+04,3.74807731256203e-02,-2.30001547464035e-03
1.10E+04,3.75863401411580e-02,-2.31664079858669e-03
1.10E+04,3.76926630532478e-02,-2.33343837589016e-03
1.11E+04,3.77997495841448e-02,-2.35041061000266e-03
1.11E+04,3.79076075618924e-02,-2.36755994629490e-03
1.11E+04,3.80162449221244e-02,-2.38488887293533e-03
1.11E+04,3.81256697099047e-02,-2.40239992179051e-03
1.11E+04,3.82358900816044e-02,-2.42009566934768e-03
1.11E+04,3.83469143068169e-02,-2.43797873766005e-03
1.12E+04,3.84587507703130e-02,-2.45605179531550e-03
1.12E+04,3.85714079740362e-02,-2.47431755842936e-03
1.12E+04,3.86848945391389e-02,-2.49277879166185e-03
1.12E+04,3.87992192080619e-02,-2.51143830926110e-03
1.12E+04,3.89143908466557e-02,-2.53029897613225e-03
1.13E+04,3.90304184463480e-02,-2.54936370893347e-03
1.13E+04,3.91473111263551e-02,-2.56863547719981e-03
1.13E+04,3.92650781359404e-02,-2.58811730449537e-03
1.13E+04,3.93837288567213e-02,-2.60781226959498e-03
1.13E+04,3.95032728050240e-02,-2.62772350769598e-03
1.13E+04,3.96237196342884e-02,-2.64785421166108e-03
1.14E+04,3.97450791375252e-02,-2.66820763329321e-03
1.14E+04,3.98673612498247e-02,-2.68878708464332e-03
1.14E+04,3.99905760509198e-02,-2.70959593935202e-03
1.14E+04,4.01147337678044e-02,-2.73063763402625e-03
1.14E+04,4.02398447774078e-02,-2.75191566965169e-03
1.14E+04,4.03659196093282e-02,-2.77343361304243e-03
1.15E+04,4.04929689486242e-02,-2.79519509832857e-03
1.15E+04,4.06210036386688e-02,-2.81720382848320e-03
1.15E+04,4.07500346840650e-02,-2.83946357688981e-03
1.15E+04,4.08800732536255e-02,-2.86197818895142e-03
1.15E+04,4.10111306834189e-02,-2.88475158374263e-03
1.15E+04,4.11432184798824e-02,-2.90778775570595e-03
1.16E+04,4.12763483230043e-02,-2.93109077639381e-03
1.16E+04,4.14105320695770e-02,-2.95466479625752e-03
1.16E+04,4.15457817565236e-02,-2.97851404648477e-03
1.16E+04,4.16821096042979e-02,-3.00264284088714e-03
1.16E+04,4.18195280203622e-02,-3.02705557783909e-03
1.16E+04,4.19580496027427e-02,-3.05175674227019e-03
1.17E+04,4.20976871436668e-02,-3.07675090771207e-03
1.17E+04,4.22384536332815e-02,-3.10204273840205e-03
1.17E+04,4.23803622634586e-02,-3.12763699144504e-03
1.17E+04,4.25234264316857e-02,-3.15353851903555e-03
1.17E+04,4.26676597450472e-02,-3.17975227074203e-03
1.17E+04,4.28130760242976e-02,-3.20628329585506e-03
1.18E+04,4.29596893080287e-02,-3.23313674580186e-03
1.18E+04,4.31075138569336e-02,-3.26031787662902e-03
1.18E+04,4.32565641581707e-02,-3.28783205155573e-03
1.18E+04,4.34068549298297e-02,-3.31568474359979e-03
1.18E+04,4.35584011255022e-02,-3.34388153827882e-03
1.18E+04,4.37112179389605e-02,-3.37242813638904e-03
1.19E+04,4.38653208089472e-02,-3.40133035686426e-03
1.19E+04,4.40207254240783e-02,-3.43059413971765e-03
1.19E+04,4.41774477278636e-02,-3.46022554906912e-03
1.19E+04,4.43355039238467e-02,-3.49023077626109e-03
1.19E+04,4.44949104808690e-02,-3.52061614306564e-03
1.19E+04,4.46556841384603e-02,-3.55138810498603e-03
1.20E+04,4.48178419123599e-02,-3.58255325465594e-03
1.20E+04,4.49814011001718e-02,-3.61411832533953e-03
1.20E+04,4.51463792871577e-02,-3.64609019453589e-03
1.20E+04,4.53127943521716e-02,-3.67847588769138e-03
1.20E+04,4.54806644737405e-02,-3.71128258202356e-03
1.21E+04,4.56500081362943e-02,-3.74451761046054e-03
1.21E+04,4.58208441365505e-02,-3.77818846569979e-03
1.21E+04,4.59931915900572e-02,-3.81230280439047e-03
1.21E+04,4.61670699378987e-02,-3.84686845144367e-03
1.21E+04,4.63424989535696e-02,-3.88189340447489e-03
1.21E+04,4.65194987500208e-02,-3.91738583838365e-03
1.22E+04,4.66980897868835e-02,-3.95335411007477e-03
1.22E+04,4.68782928778762e-02,-3.98980676332663e-03
1.22E+04,4.70601291983986e-02,-4.02675253381130e-03
1.22E+04,4.72436202933206e-02,-4.06420035427240e-03
1.22E+04,4.74287880849697e-02,-4.10215935986591e-03
1.22E+04,4.76156548813236e-02,-4.14063889367015e-03
1.23E+04,4.78042433844140e-02,-4.17964851237077e-03
1.23E+04,4.79945766989484e-02,-4.21919799212738e-03
1.23E+04,4.81866783411548e-02,-4.25929733462825e-03
1.23E+04,4.83805722478585e-02,-4.29995677334007e-03
1.23E+04,4.85762827857953e-02,-4.34118677995997e-03
1.23E+04,4.87738347611697e-02,-4.38299807107716e-03
1.24E+04,4.89732534294657e-02,-4.42540161505222e-03
1.24E+04,4.91745645055168e-02,-4.46840863912186e-03
1.24E+04,4.93777941738440e-02,-4.51203063673795e-03
1.24E+04,4.95829690992700e-02,-4.55627937514928e-03
1.24E+04,4.97901164378168e-02,-4.60116690323560e-03
1.24E+04,4.99992638478972e-02,-4.64670555960320e-03
1.25E+04,5.02104395018082e-02,-4.69290798095233e-03
1.25E+04,5.04236720975357e-02,-4.73978711072661e-03
1.25E+04,5.06389908708807e-02,-4.78735620805551e-03
1.25E+04,5.08564256079165e-02,-4.83562885700119e-03
1.25E+04,5.10760066577872e-02,-4.88461897612143e-03
1.25E+04,5.12977649458594e-02,-4.93434082836117e-03
1.26E+04,5.15217319872362e-02,-4.98480903128556e-03
1.26E+04,5.17479399006469e-02,-5.03603856766783e-03
1.26E+04,5.19764214227234e-02,-5.08804479644623e-03
1.26E+04,5.22072099226756e-02,-5.14084346406468e-03
1.26E+04,5.24403394173787e-02,-5.19445071621241e-03
1.26E+04,5.26758445868862e-02,-5.24888310997885e-03
1.27E+04,5.29137607903808e-02,-5.30415762644032e-03
1.27E+04,5.31541240825794e-02,-5.36029168369617e-03
1.27E+04,5.33969712306052e-02,-5.41730315037281e-03
1.27E+04,5.36423397313428e-02,-5.47521035961451e-03
1.27E+04,5.38902678292925e-02,-5.53403212358150e-03
1.27E+04,5.41407945349390e-02,-5.59378774847593e-03
1.28E+04,5.43939596436527e-02,-5.65449705011792e-03
1.28E+04,5.46498037551407e-02,-5.71618037009473e-03
1.28E+04,5.49083682934647e-02,-5.77885859250684e-03
1.28E+04,5.51696955276466e-02,-5.84255316133670e-03
1.28E+04,5.54338285928796e-02,-5.90728609846600e-03
1.28E+04,5.57008115123662e-02,-5.97308002236967e-03
1.29E+04,5.59706892198033e-02,-6.03995816751513e-03
1.29E+04,5.62435075825366e-02,-6.10794440449767e-03
1.29E+04,5.65193134254078e-02,-6.17706326094366e-03
1.29E+04,5.67981545553153e-02,-6.24733994321493e-03
1.29E+04,5.70800797865164e-02,-6.31880035894952e-03
1.30E+04,5.73651389666930e-02,-6.39147114047582e-03
1.30E+04,5.76533830038090e-02,-6.46537966913822e-03
1.30E+04,5.79448638937854e-02,-6.54055410057550e-03
1.30E+04,5.82396347490218e-02,-6.61702339099382e-03
1.30E+04,5.85377498277936e-02,-6.69481732447982e-03
1.30E+04,5.88392645645541e-02,-6.77396654140004e-03
1.31E+04,5.91442356011745e-02,-6.85450256793668e-03
1.31E+04,5.94527208191533e-02,-6.93645784681119e-03
1.31E+04,5.97647793728295e-02,-7.01986576925040e-03
1.31E+04,6.00804717236340e-02,-7.10476070825263e-03
1.31E+04,6.03998596754164e-02,-7.19117805321396e-03
1.31E+04,6.07230064108847e-02,-7.27915424597827e-03
1.32E+04,6.10499765291969e-02,-7.36872681837785e-03
1.32E+04,6.13808360847456e-02,-7.45993443133505e-03
1.32E+04,6.17156526271773e-02,-7.55281691559878e-03
1.32E+04,6.20544952426908e-02,-7.64741531419410e-03
1.32E+04,6.23974345966596e-02,-7.74377192666706e-03
1.32E+04,6.27445429776262e-02,-7.84193035521151e-03
1.33E+04,6.30958943427165e-02,-7.94193555276899e-03
1.33E+04,6.34515643645252e-02,-8.04383387319818e-03
1.33E+04,6.38116304795256e-02,-8.14767312361548e-03
1.33E+04,6.41761719380573e-02,-8.25350261901391e-03
1.33E+04,6.45452698559496e-02,-8.36137323927337e-03
1.33E+04,6.49190072678388e-02,-8.47133748868166e-03
1.34E+04,6.52974691822398e-02,-8.58344955809259e-03
1.34E+04,6.56807426384370e-02,-8.69776538985410e-03
1.34E+04,6.60689167652578e-02,-8.81434274564730e-03
1.34E+04,6.64620828417982e-02,-8.93324127738536e-03
1.34E+04,6.68603343601700e-02,-9.05452260132917e-03
